Year,Pitch Type,Velocity,Pitch Outcome,Zone,Spin Rate,Plate Appearance Outcome
2021,Slider,81.5,foul,13.0,2405.0,
2021,Slider,78.7,called_strike,13.0,2330.0,
2021,Sweeper,82.1,hit_into_play,3.0,2345.0,field_out
2021,Split-Finger,85.2,ball,11.0,892.0,
2021,4-Seam Fastball,96.8,foul,2.0,2053.0,
2021,Sweeper,80.0,called_strike,8.0,2295.0,
2021,4-Seam Fastball,93.3,called_strike,7.0,1853.0,
2021,Cutter,84.9,ball,14.0,2107.0,
2021,Sweeper,82.2,swinging_strike,14.0,2422.0,strikeout
2021,Split-Finger,86.9,ball,13.0,1330.0,
2021,Sweeper,82.3,called_strike,9.0,2346.0,
2021,Cutter,89.0,swinging_strike,14.0,2190.0,
2021,Sweeper,83.9,called_strike,5.0,2316.0,strikeout
2021,Cutter,86.6,foul,5.0,2204.0,
2021,4-Seam Fastball,87.3,called_strike,2.0,1940.0,
2021,Cutter,88.5,ball,14.0,2189.0,
2021,Cutter,87.5,ball,14.0,2159.0,
2021,Cutter,87.8,ball,11.0,2134.0,
2021,Sweeper,81.5,hit_into_play,6.0,2304.0,field_out
2021,Sweeper,78.1,foul,6.0,2223.0,
2021,Cutter,86.5,ball,14.0,2142.0,
2021,4-Seam Fastball,93.7,hit_into_play,1.0,1727.0,home_run
2021,Cutter,87.9,hit_into_play,9.0,2263.0,single
2021,Curveball,69.3,called_strike,5.0,2214.0,
2021,4-Seam Fastball,97.1,called_strike,4.0,2080.0,strikeout
2021,Sweeper,81.6,foul_tip,5.0,2309.0,
2021,Cutter,88.1,called_strike,5.0,2134.0,
2021,4-Seam Fastball,95.3,ball,14.0,2105.0,
2021,Split-Finger,86.0,swinging_strike,14.0,1326.0,strikeout
2021,Sweeper,79.6,foul,5.0,2372.0,
2021,Cutter,86.5,called_strike,9.0,2229.0,
2021,Sweeper,82.3,hit_into_play,2.0,2335.0,single
2021,4-Seam Fastball,96.7,foul,5.0,2092.0,
2021,Cutter,87.8,hit_into_play,8.0,2247.0,field_out
2021,Cutter,85.9,called_strike,9.0,2159.0,
2021,Cutter,84.9,ball,11.0,2220.0,
2021,4-Seam Fastball,92.3,ball,11.0,2026.0,
2021,Sweeper,81.4,swinging_strike,3.0,2259.0,strikeout
2021,Cutter,86.3,called_strike,9.0,2223.0,
2021,4-Seam Fastball,92.5,called_strike,13.0,1886.0,
2021,Sweeper,79.6,hit_into_play,8.0,2281.0,field_out
2021,Sweeper,82.5,ball,11.0,2198.0,
2021,Cutter,86.9,foul,4.0,2171.0,
2021,4-Seam Fastball,93.7,ball,13.0,2085.0,
2021,Cutter,85.7,ball,14.0,2242.0,
2021,Sweeper,79.7,called_strike,9.0,2218.0,
2021,Cutter,86.4,hit_into_play,9.0,2140.0,field_out
2021,Sweeper,77.9,ball,11.0,2207.0,
2021,Cutter,86.0,ball,11.0,2117.0,
2021,4-Seam Fastball,91.3,called_strike,1.0,1830.0,
2021,4-Seam Fastball,93.6,hit_into_play,2.0,2064.0,field_out
2021,Slider,79.7,ball,13.0,2215.0,
2021,Slider,79.2,called_strike,7.0,2117.0,
2021,4-Seam Fastball,94.4,ball,11.0,1921.0,
2021,4-Seam Fastball,93.3,hit_into_play,1.0,2158.0,home_run
2021,Sweeper,77.1,ball,13.0,2234.0,
2021,Cutter,86.8,hit_into_play,5.0,2196.0,field_out
2021,Sweeper,81.2,foul,11.0,2373.0,
2021,4-Seam Fastball,94.9,foul,5.0,2211.0,
2021,Sweeper,83.4,ball,14.0,2336.0,
2021,4-Seam Fastball,95.4,foul,13.0,1997.0,
2021,Split-Finger,86.0,ball,14.0,1424.0,
2021,4-Seam Fastball,94.3,called_strike,9.0,2149.0,
2021,4-Seam Fastball,93.0,foul,5.0,2037.0,
2021,Sweeper,78.8,ball,14.0,2280.0,
2021,4-Seam Fastball,94.8,hit_into_play,2.0,1977.0,field_out
2021,Sweeper,82.0,foul,9.0,2258.0,
2021,Cutter,86.6,foul,11.0,2187.0,
2021,Sweeper,80.3,ball,14.0,2226.0,
2021,Cutter,85.1,swinging_strike,2.0,2126.0,
2021,4-Seam Fastball,91.3,ball,11.0,1894.0,
2021,4-Seam Fastball,93.1,hit_into_play,4.0,1923.0,home_run
2021,Cutter,91.5,hit_into_play,5.0,2354.0,field_out
2021,Sweeper,81.3,called_strike,7.0,2441.0,
2021,4-Seam Fastball,98.1,swinging_strike,11.0,2185.0,strikeout
2021,Cutter,90.3,foul,9.0,2262.0,
2021,4-Seam Fastball,97.5,ball,11.0,2161.0,
2021,Sweeper,83.0,called_strike,1.0,2268.0,
2021,Cutter,89.3,hit_into_play,6.0,2335.0,field_out
2021,Sweeper,84.1,ball,14.0,2450.0,
2021,Sweeper,82.5,called_strike,12.0,2337.0,
2021,Split-Finger,88.3,hit_into_play,7.0,993.0,field_out
2021,Split-Finger,87.8,ball,13.0,2129.0,
2021,Sweeper,84.0,foul,14.0,2448.0,
2021,4-Seam Fastball,97.2,ball,14.0,2168.0,
2021,4-Seam Fastball,97.8,swinging_strike,14.0,2094.0,
2021,Sweeper,86.6,hit_into_play,14.0,2448.0,single
2021,Sweeper,84.2,foul,12.0,2489.0,
2021,Sweeper,83.9,called_strike,3.0,2394.0,
2021,4-Seam Fastball,97.7,ball,11.0,2308.0,
2021,4-Seam Fastball,97.4,hit_into_play,8.0,2112.0,field_out
2021,Sweeper,83.7,ball,11.0,2402.0,
2021,4-Seam Fastball,97.6,swinging_strike,11.0,2106.0,
2021,4-Seam Fastball,97.2,hit_into_play,8.0,2204.0,field_out
2021,Sweeper,81.5,ball,11.0,2472.0,
2021,Sweeper,80.9,ball,11.0,2412.0,
2021,Split-Finger,86.0,ball,11.0,1190.0,
2021,4-Seam Fastball,96.1,foul,6.0,2036.0,
2021,Split-Finger,88.9,swinging_strike_blocked,14.0,999.0,strikeout
2021,4-Seam Fastball,98.3,foul,5.0,2042.0,
2021,Sweeper,84.8,foul,9.0,2364.0,
2021,Split-Finger,89.8,swinging_strike_blocked,14.0,998.0,strikeout
2021,4-Seam Fastball,98.7,foul,6.0,2159.0,
2021,4-Seam Fastball,97.8,swinging_strike,4.0,2133.0,
2021,4-Seam Fastball,98.8,hit_into_play,9.0,2103.0,field_out
2021,Split-Finger,88.2,ball,14.0,1233.0,
2021,4-Seam Fastball,98.3,called_strike,12.0,2261.0,
2021,4-Seam Fastball,97.6,hit_into_play,9.0,1995.0,field_out
2021,Sweeper,86.2,swinging_strike,14.0,2330.0,strikeout
2021,Sweeper,80.8,called_strike,14.0,2330.0,
2021,Cutter,85.5,foul,5.0,2203.0,
2021,4-Seam Fastball,94.6,ball,9.0,2000.0,
2021,Curveball,72.6,hit_into_play,3.0,2268.0,home_run
2021,Split-Finger,87.9,swinging_strike,13.0,1032.0,strikeout
2021,Sweeper,84.6,foul,12.0,2348.0,
2021,Sweeper,82.3,swinging_strike,14.0,2383.0,
2021,Sweeper,79.6,called_strike,5.0,2195.0,
2021,Split-Finger,87.2,swinging_strike_blocked,13.0,916.0,strikeout
2021,Split-Finger,87.0,foul,8.0,979.0,
2021,4-Seam Fastball,94.6,swinging_strike,11.0,2107.0,
2021,Split-Finger,85.1,ball,11.0,947.0,
2021,Sweeper,81.0,foul,14.0,2388.0,
2021,Split-Finger,88.6,hit_into_play,7.0,1040.0,field_out
2021,4-Seam Fastball,96.1,ball,12.0,2111.0,
2021,Split-Finger,86.4,foul,13.0,1108.0,
2021,Sweeper,81.1,swinging_strike,1.0,2216.0,
2021,4-Seam Fastball,93.3,called_strike,12.0,2091.0,
2021,Cutter,86.9,hit_into_play,5.0,2203.0,field_out
2021,4-Seam Fastball,95.2,hit_into_play,13.0,2012.0,field_out
2021,4-Seam Fastball,94.0,hit_into_play,9.0,2084.0,force_out
2021,Curveball,71.6,ball,14.0,2252.0,
2021,4-Seam Fastball,95.5,hit_into_play,9.0,2133.0,single
2021,4-Seam Fastball,95.4,ball,2.0,2121.0,
2021,Cutter,87.6,hit_into_play,7.0,2230.0,field_out
2021,Curveball,71.0,called_strike,9.0,2208.0,
2021,Split-Finger,87.2,swinging_strike_blocked,13.0,1024.0,strikeout
2021,Split-Finger,85.6,swinging_strike,13.0,1206.0,
2021,4-Seam Fastball,96.1,called_strike,5.0,2030.0,
2021,Sweeper,79.2,hit_into_play,9.0,2350.0,grounded_into_double_play
2021,Cutter,85.0,called_strike,14.0,2089.0,
2021,4-Seam Fastball,91.3,hit_into_play,11.0,1931.0,single
2021,4-Seam Fastball,89.6,ball,11.0,1877.0,
2021,Sweeper,83.3,hit_into_play,6.0,2300.0,double_play
2021,4-Seam Fastball,95.5,foul,11.0,2118.0,
2021,4-Seam Fastball,95.4,foul,9.0,2157.0,
2021,4-Seam Fastball,94.1,called_strike,1.0,2093.0,
2021,Sweeper,80.8,ball,11.0,2301.0,
2021,Sweeper,84.5,hit_into_play,12.0,2331.0,single
2021,Sweeper,83.4,foul,14.0,2324.0,
2021,4-Seam Fastball,93.6,foul,5.0,2016.0,
2021,Cutter,87.7,ball,14.0,2197.0,
2021,Sweeper,79.1,called_strike,1.0,2330.0,
2021,4-Seam Fastball,95.4,hit_into_play,2.0,1947.0,single
2021,4-Seam Fastball,93.8,foul,5.0,2198.0,
2021,Cutter,88.3,ball,14.0,2165.0,
2021,Sweeper,80.0,called_strike,9.0,2198.0,
2021,4-Seam Fastball,93.2,swinging_strike,2.0,2136.0,strikeout
2021,Sweeper,81.5,foul,9.0,2339.0,
2021,Slider,80.5,called_strike,2.0,2247.0,
2021,4-Seam Fastball,92.5,foul,7.0,2002.0,
2021,4-Seam Fastball,93.5,ball,12.0,2148.0,
2021,4-Seam Fastball,91.8,ball,14.0,1892.0,
2021,Sweeper,83.5,swinging_strike,12.0,2357.0,strikeout
2021,Sweeper,81.0,foul_tip,8.0,2345.0,
2021,Cutter,85.5,called_strike,2.0,2196.0,
2021,4-Seam Fastball,96.3,ball,12.0,2096.0,
2021,Cutter,90.5,hit_into_play,5.0,2189.0,field_out
2021,4-Seam Fastball,98.0,ball,12.0,2130.0,walk
2021,4-Seam Fastball,98.7,ball,14.0,2003.0,
2021,Sweeper,83.0,foul,6.0,2461.0,
2021,Sweeper,82.0,swinging_strike,14.0,2317.0,
2021,Sweeper,82.0,ball,11.0,2361.0,
2021,Cutter,89.2,swinging_strike,14.0,2230.0,
2021,Split-Finger,89.4,ball,14.0,2215.0,
2021,Cutter,85.2,hit_into_play,2.0,2094.0,field_out
2021,Cutter,88.6,called_strike,4.0,2237.0,strikeout
2021,Sweeper,84.0,foul,14.0,2402.0,
2021,4-Seam Fastball,97.0,ball,14.0,2232.0,
2021,4-Seam Fastball,97.8,ball,14.0,1919.0,
2021,Cutter,89.5,swinging_strike,14.0,2211.0,
2021,Sweeper,83.6,ball,14.0,2270.0,
2021,4-Seam Fastball,95.9,called_strike,9.0,1926.0,
2021,Sweeper,84.2,hit_into_play,4.0,2256.0,field_out
2021,4-Seam Fastball,93.9,foul,5.0,2050.0,
2021,Cutter,87.2,ball,14.0,2231.0,
2021,Sweeper,82.4,ball,14.0,2365.0,
2021,Sweeper,80.8,called_strike,6.0,2315.0,
2021,Curveball,68.1,ball,12.0,2188.0,
2021,Sweeper,81.8,swinging_strike,5.0,2328.0,strikeout
2021,Sweeper,79.4,called_strike,2.0,2309.0,
2021,Cutter,84.8,foul,1.0,2041.0,
2021,4-Seam Fastball,91.6,ball,12.0,2003.0,
2021,Cutter,84.1,ball,14.0,2074.0,
2021,4-Seam Fastball,94.6,hit_into_play,1.0,1887.0,field_out
2021,4-Seam Fastball,95.1,called_strike,9.0,2031.0,
2021,4-Seam Fastball,94.7,hit_into_play,6.0,1749.0,double
2021,4-Seam Fastball,94.5,called_strike,6.0,2101.0,
2021,Split-Finger,87.8,swinging_strike,13.0,1231.0,strikeout
2021,Sweeper,84.9,foul,12.0,2386.0,
2021,4-Seam Fastball,97.5,foul,1.0,1953.0,
2021,4-Seam Fastball,95.9,foul_tip,5.0,2149.0,
2021,4-Seam Fastball,95.7,swinging_strike,9.0,2053.0,
2021,Cutter,88.2,hit_into_play,8.0,2220.0,single
2021,Cutter,88.0,ball,14.0,2244.0,
2021,4-Seam Fastball,96.0,ball,14.0,2049.0,
2021,Cutter,89.0,foul,4.0,2162.0,
2021,Cutter,88.5,ball,14.0,2194.0,
2021,Sweeper,85.1,swinging_strike,9.0,2354.0,strikeout
2021,Split-Finger,86.7,ball,11.0,869.0,
2021,Cutter,88.6,foul,9.0,2105.0,
2021,Cutter,88.2,called_strike,4.0,2117.0,
2021,4-Seam Fastball,95.1,ball,14.0,1996.0,
2021,4-Seam Fastball,96.0,ball,14.0,2055.0,walk
2021,Cutter,86.7,foul,2.0,2176.0,
2021,Split-Finger,86.7,ball,11.0,980.0,
2021,Cutter,87.3,foul,14.0,2154.0,
2021,4-Seam Fastball,94.7,ball,11.0,1885.0,
2021,4-Seam Fastball,95.0,ball,9.0,1922.0,
2021,4-Seam Fastball,93.6,foul,3.0,1933.0,
2021,Sweeper,84.1,hit_into_play,5.0,2359.0,grounded_into_double_play
2021,4-Seam Fastball,97.1,foul,5.0,2132.0,
2021,Split-Finger,89.3,foul,14.0,1180.0,
2021,Split-Finger,87.1,ball,13.0,1071.0,
2021,4-Seam Fastball,95.6,foul,12.0,2017.0,
2021,Cutter,87.5,foul_tip,2.0,2151.0,
2021,Sweeper,80.8,ball,14.0,2275.0,
2021,4-Seam Fastball,95.9,hit_into_play,8.0,2043.0,force_out
2021,4-Seam Fastball,96.0,ball,14.0,2080.0,
2021,Sweeper,80.3,called_strike,2.0,2272.0,
2021,Sweeper,85.0,ball,14.0,2270.0,walk
2021,Cutter,87.2,called_strike,4.0,2193.0,
2021,4-Seam Fastball,94.0,ball,13.0,1822.0,
2021,Sweeper,81.7,ball,14.0,2197.0,
2021,Sweeper,80.1,ball,11.0,2156.0,
2021,4-Seam Fastball,90.4,called_strike,5.0,1884.0,
2021,4-Seam Fastball,93.6,hit_into_play,6.0,1979.0,field_out
2021,4-Seam Fastball,91.1,called_strike,4.0,1907.0,
2021,4-Seam Fastball,93.1,ball,14.0,2068.0,
2021,Sweeper,80.0,ball,11.0,2140.0,
2021,4-Seam Fastball,94.8,ball,12.0,2072.0,
2021,Sweeper,82.1,hit_into_play,9.0,2340.0,field_out
2021,Cutter,88.6,foul,4.0,2152.0,
2021,Split-Finger,86.9,hit_into_play,1.0,882.0,field_out
2021,4-Seam Fastball,97.4,foul,1.0,2058.0,
2021,Split-Finger,86.2,foul,4.0,1309.0,
2021,Sweeper,80.5,called_strike,1.0,2150.0,
2021,Split-Finger,82.8,ball,11.0,1120.0,
2021,4-Seam Fastball,91.5,called_strike,1.0,1850.0,
2021,Sweeper,81.4,hit_into_play,3.0,2388.0,field_out
2021,4-Seam Fastball,94.4,ball,14.0,1991.0,
2021,Cutter,86.5,swinging_strike,2.0,2158.0,
2021,Sweeper,80.3,ball,14.0,2301.0,
2021,Sweeper,82.3,ball,14.0,2312.0,
2021,4-Seam Fastball,92.9,foul_tip,8.0,1921.0,
2021,Cutter,87.5,hit_into_play,5.0,2154.0,single
2021,Sweeper,78.9,hit_into_play,3.0,2307.0,field_out
2021,Cutter,85.1,called_strike,8.0,2082.0,
2021,Cutter,84.8,ball,11.0,2064.0,
2021,Split-Finger,86.2,swinging_strike,14.0,1276.0,strikeout
2021,Sweeper,80.2,foul,3.0,2182.0,
2021,4-Seam Fastball,92.2,foul,1.0,1958.0,
2021,Split-Finger,87.5,foul_tip,4.0,888.0,strikeout
2021,4-Seam Fastball,97.8,ball,11.0,2171.0,
2021,Sweeper,85.6,swinging_strike,3.0,2407.0,
2021,4-Seam Fastball,99.2,foul,7.0,1921.0,
2021,Cutter,88.9,hit_into_play,14.0,2551.0,field_out
2021,Sweeper,86.1,foul,14.0,2399.0,
2021,4-Seam Fastball,99.0,ball,14.0,2133.0,
2021,Cutter,87.0,swinging_strike,12.0,2328.0,
2021,4-Seam Fastball,97.5,called_strike,3.0,2142.0,
2021,4-Seam Fastball,96.1,hit_into_play,9.0,1950.0,field_out
2021,Cutter,87.9,hit_into_play,8.0,2047.0,double
2021,Cutter,86.5,ball,14.0,2068.0,
2021,4-Seam Fastball,93.3,ball,14.0,1870.0,
2021,Sweeper,84.3,called_strike,3.0,2401.0,strikeout
2021,Sweeper,82.8,called_strike,2.0,2244.0,
2021,4-Seam Fastball,96.3,ball,14.0,1961.0,
2021,4-Seam Fastball,96.2,ball,12.0,2105.0,
2021,Sweeper,81.4,called_strike,5.0,2236.0,
2021,Sweeper,82.4,hit_into_play,5.0,2313.0,double
2021,Split-Finger,85.6,ball,13.0,810.0,
2021,Sweeper,84.1,foul,7.0,2266.0,
2021,4-Seam Fastball,98.1,ball,11.0,2001.0,
2021,Split-Finger,87.9,foul,13.0,1034.0,
2021,Sweeper,84.3,ball,11.0,2406.0,
2021,Split-Finger,85.7,called_strike,3.0,1360.0,
2021,4-Seam Fastball,97.2,foul,7.0,1936.0,
2021,Sweeper,84.6,swinging_strike,5.0,2421.0,strikeout
2021,4-Seam Fastball,98.0,foul,3.0,2157.0,
2021,Sweeper,81.6,foul,4.0,2227.0,
2021,Cutter,88.7,called_strike,2.0,2191.0,
2021,4-Seam Fastball,95.6,hit_into_play,5.0,2060.0,field_out
2021,4-Seam Fastball,94.4,called_strike,11.0,1990.0,
2021,Cutter,88.1,hit_into_play,5.0,2043.0,field_out
2021,Sweeper,83.6,hit_into_play,4.0,2391.0,field_out
2021,Curveball,80.6,ball,14.0,2498.0,
2021,Split-Finger,86.4,ball,11.0,815.0,
2021,Curveball,79.7,ball,12.0,2500.0,
2021,4-Seam Fastball,97.8,called_strike,6.0,2213.0,
2021,Sweeper,81.8,called_strike,12.0,2270.0,
2021,Sweeper,84.7,hit_into_play,6.0,2463.0,field_out
2021,Sweeper,85.2,ball,14.0,2409.0,
2021,Cutter,88.7,swinging_strike,14.0,2151.0,
2021,Sweeper,82.6,ball,14.0,2250.0,
2021,4-Seam Fastball,95.6,ball,14.0,2128.0,
2021,Cutter,84.9,called_strike,2.0,2154.0,
2021,Sweeper,85.2,swinging_strike,14.0,2422.0,strikeout
2021,Split-Finger,86.6,ball,11.0,819.0,
2021,Split-Finger,87.2,foul,5.0,1289.0,
2021,Sweeper,83.1,foul,6.0,2381.0,
2021,Sweeper,82.6,called_strike,9.0,2363.0,
2021,Curveball,78.0,hit_into_play,1.0,2470.0,single
2021,Sweeper,82.3,swinging_strike,9.0,2335.0,
2021,Cutter,87.0,called_strike,9.0,2242.0,
2021,Cutter,88.3,ball,14.0,2292.0,
2021,Cutter,88.5,ball,14.0,2294.0,
2021,Curveball,77.5,called_strike,9.0,2466.0,strikeout
2021,Sweeper,82.7,called_strike,6.0,2333.0,
2021,Cutter,87.9,called_strike,3.0,2254.0,
2021,Cutter,87.5,ball,14.0,2254.0,
2021,Split-Finger,86.7,foul_tip,13.0,987.0,strikeout
2021,Split-Finger,87.3,ball,11.0,813.0,
2021,Sweeper,81.8,foul,1.0,2220.0,
2021,4-Seam Fastball,94.0,called_strike,1.0,2199.0,
2021,4-Seam Fastball,96.3,hit_into_play,11.0,1883.0,field_out
2021,Cutter,87.7,swinging_strike,5.0,2170.0,
2021,4-Seam Fastball,94.9,hit_into_play,3.0,2185.0,field_out
2021,4-Seam Fastball,94.3,ball,11.0,2098.0,
2021,4-Seam Fastball,92.7,hit_into_play,9.0,1951.0,field_out
2021,Sweeper,82.7,hit_into_play,5.0,2438.0,field_out
2021,Sweeper,83.2,foul,6.0,2324.0,
2021,Sweeper,83.9,ball,11.0,2381.0,
2021,Split-Finger,87.1,ball,11.0,724.0,
2021,Sweeper,82.4,called_strike,1.0,2244.0,
2021,4-Seam Fastball,96.1,called_strike,11.0,2027.0,
2021,4-Seam Fastball,96.2,ball,14.0,2152.0,
2021,Sweeper,84.2,hit_into_play,12.0,2414.0,field_out
2021,Sweeper,82.7,foul,12.0,2340.0,
2021,4-Seam Fastball,95.9,ball,14.0,2171.0,
2021,4-Seam Fastball,94.3,called_strike,6.0,2134.0,
2021,4-Seam Fastball,96.0,hit_into_play,5.0,2017.0,double
2021,4-Seam Fastball,96.4,ball,11.0,2202.0,
2021,Sweeper,81.5,foul,6.0,2269.0,
2021,4-Seam Fastball,95.3,swinging_strike,1.0,2147.0,
2021,4-Seam Fastball,94.1,hit_into_play,4.0,2188.0,field_out
2021,Sweeper,80.0,ball,14.0,2357.0,
2021,4-Seam Fastball,94.0,called_strike,2.0,1998.0,
2021,4-Seam Fastball,99.7,swinging_strike,11.0,2114.0,strikeout
2021,Sweeper,84.1,called_strike,3.0,2427.0,
2021,Split-Finger,87.6,ball,11.0,903.0,
2021,4-Seam Fastball,99.3,foul,5.0,2208.0,
2021,Cutter,89.5,hit_into_play,2.0,2336.0,field_out
2021,4-Seam Fastball,96.8,called_strike,9.0,2050.0,
2021,Sweeper,82.5,swinging_strike,14.0,2347.0,strikeout
2021,Sweeper,84.1,ball,11.0,2345.0,
2021,Cutter,88.9,foul,8.0,2266.0,
2021,Cutter,87.8,called_strike,9.0,2077.0,
2021,Cutter,87.1,ball,14.0,2025.0,
2021,Cutter,85.9,ball,14.0,2033.0,
2021,Split-Finger,88.7,swinging_strike,4.0,1254.0,strikeout
2021,4-Seam Fastball,97.3,foul,4.0,2102.0,
2021,4-Seam Fastball,96.5,foul,9.0,2177.0,
2021,Cutter,90.0,ball,14.0,2405.0,
2021,Curveball,76.7,ball,14.0,2361.0,
2021,Curveball,78.5,hit_into_play,14.0,2529.0,field_out
2021,Split-Finger,89.7,ball,14.0,1346.0,
2021,Split-Finger,87.9,swinging_strike,13.0,1090.0,
2021,Sweeper,80.0,foul,2.0,2358.0,
2021,Cutter,92.5,hit_into_play,1.0,2309.0,field_out
2021,Split-Finger,89.6,ball,14.0,1391.0,
2021,Sweeper,82.4,swinging_strike,14.0,2346.0,
2021,Cutter,91.1,ball,14.0,2359.0,
2021,Cutter,88.1,foul,9.0,2179.0,
2021,Split-Finger,88.7,hit_into_play,13.0,838.0,field_out
2021,4-Seam Fastball,97.0,ball,11.0,2130.0,
2021,4-Seam Fastball,95.2,foul,5.0,2125.0,
2021,4-Seam Fastball,94.2,swinging_strike,2.0,2028.0,
2021,Curveball,73.0,ball,11.0,2298.0,
2021,Cutter,87.5,hit_into_play,9.0,2236.0,force_out
2021,4-Seam Fastball,95.2,hit_into_play,2.0,2228.0,single
2021,4-Seam Fastball,95.7,called_strike,9.0,2164.0,
2021,Sweeper,84.0,hit_into_play,5.0,2389.0,home_run
2021,Sweeper,82.1,foul,8.0,2448.0,
2021,Split-Finger,88.6,ball,13.0,1111.0,
2021,Sweeper,83.1,foul,8.0,2420.0,
2021,Sweeper,82.3,ball,9.0,2323.0,
2021,4-Seam Fastball,95.7,ball,11.0,2090.0,
2021,4-Seam Fastball,94.8,foul,4.0,2007.0,
2021,Cutter,86.2,hit_into_play,8.0,2089.0,field_out
2021,Cutter,86.7,ball,14.0,2154.0,
2021,4-Seam Fastball,92.3,ball,11.0,1990.0,
2021,Sweeper,85.4,hit_into_play,12.0,2416.0,field_out
2021,4-Seam Fastball,96.6,called_strike,14.0,2163.0,
2021,Sweeper,82.0,ball,14.0,2376.0,
2021,Cutter,88.4,called_strike,6.0,2262.0,
2021,Sweeper,83.0,blocked_ball,14.0,2378.0,
2021,4-Seam Fastball,99.0,hit_into_play,7.0,2232.0,single
2021,Sweeper,82.5,foul,5.0,2386.0,
2021,Curveball,74.7,foul,5.0,2371.0,
2021,4-Seam Fastball,97.2,ball,14.0,2166.0,
2021,4-Seam Fastball,96.6,called_strike,14.0,2045.0,strikeout
2021,4-Seam Fastball,94.4,foul,3.0,2126.0,
2021,Curveball,72.8,called_strike,3.0,2320.0,
2021,4-Seam Fastball,97.0,hit_by_pitch,11.0,2166.0,hit_by_pitch
2021,Sweeper,82.1,ball,11.0,2371.0,
2021,4-Seam Fastball,96.2,hit_into_play,6.0,2075.0,field_out
2021,4-Seam Fastball,95.4,called_strike,13.0,1926.0,
2021,Sweeper,83.1,hit_into_play,2.0,2237.0,field_out
2021,Split-Finger,88.2,ball,14.0,1382.0,
2021,Sweeper,80.9,called_strike,4.0,2229.0,
2021,4-Seam Fastball,96.9,hit_into_play,8.0,2055.0,field_out
2021,4-Seam Fastball,95.4,called_strike,4.0,2126.0,
2021,Sweeper,80.9,ball,11.0,2249.0,
2021,4-Seam Fastball,94.8,ball,11.0,2064.0,
2021,4-Seam Fastball,95.8,hit_into_play,8.0,2214.0,field_out
2021,Sweeper,82.7,hit_into_play,5.0,2301.0,field_out
2021,4-Seam Fastball,95.6,hit_into_play,4.0,2004.0,double
2021,Split-Finger,87.9,hit_into_play,13.0,1196.0,field_out
2021,Sweeper,86.2,ball,14.0,2438.0,
2021,Sweeper,83.8,swinging_strike,14.0,2326.0,
2021,4-Seam Fastball,98.6,ball,14.0,2229.0,
2021,4-Seam Fastball,97.5,foul,5.0,2227.0,
2021,Sweeper,83.6,hit_into_play,14.0,2438.0,field_out
2021,Cutter,88.5,foul,5.0,1987.0,
2021,Sweeper,83.5,foul,5.0,2288.0,
2021,4-Seam Fastball,97.7,foul,12.0,2045.0,
2021,Split-Finger,89.1,ball,14.0,1195.0,
2021,Sweeper,80.9,swinging_strike,9.0,2332.0,
2021,4-Seam Fastball,92.8,called_strike,7.0,2062.0,
2021,4-Seam Fastball,93.5,hit_into_play,3.0,2214.0,field_out
2021,4-Seam Fastball,94.0,called_strike,2.0,2066.0,
2021,Sweeper,80.9,hit_into_play,1.0,2409.0,single
2021,4-Seam Fastball,97.6,foul,2.0,2089.0,
2021,Sweeper,84.1,foul,14.0,2319.0,
2021,Sweeper,81.9,ball,14.0,2373.0,
2021,Split-Finger,86.7,swinging_strike,13.0,1165.0,
2021,4-Seam Fastball,95.9,called_strike,4.0,2170.0,
2021,Curveball,73.8,ball,14.0,2273.0,
2021,Cutter,87.6,hit_into_play,6.0,2198.0,field_out
2021,Sweeper,82.1,swinging_strike_blocked,14.0,2275.0,strikeout
2021,4-Seam Fastball,96.3,foul,1.0,2022.0,
2021,4-Seam Fastball,95.3,foul,4.0,2055.0,
2021,4-Seam Fastball,96.2,ball,13.0,1968.0,
2021,4-Seam Fastball,93.9,foul,13.0,2121.0,
2021,4-Seam Fastball,93.5,ball,11.0,1988.0,
2021,4-Seam Fastball,93.5,ball,13.0,1947.0,
2021,Sweeper,82.4,hit_into_play,3.0,2271.0,field_out
2021,Split-Finger,88.9,blocked_ball,14.0,1104.0,
2021,4-Seam Fastball,96.6,foul,1.0,2018.0,
2021,Curveball,71.1,hit_into_play,8.0,2240.0,single
2021,Sweeper,84.8,swinging_strike,14.0,2379.0,strikeout
2021,Sweeper,85.2,foul,3.0,2352.0,
2021,Split-Finger,90.4,ball,14.0,1251.0,
2021,4-Seam Fastball,98.5,ball,12.0,2406.0,
2021,Split-Finger,89.0,swinging_strike,8.0,1196.0,
2021,Cutter,87.8,foul,8.0,2301.0,
2021,Split-Finger,89.5,swinging_strike,13.0,1174.0,strikeout
2021,Curveball,79.5,foul,5.0,2376.0,
2021,4-Seam Fastball,95.0,foul,14.0,2105.0,
2021,4-Seam Fastball,92.8,called_strike,8.0,2024.0,
2021,Sweeper,84.3,swinging_strike,4.0,2329.0,strikeout
2021,4-Seam Fastball,95.5,called_strike,4.0,2154.0,
2021,Sweeper,82.6,ball,14.0,2239.0,
2021,4-Seam Fastball,93.2,called_strike,4.0,2052.0,
2021,Cutter,87.6,ball,14.0,2309.0,
2021,Curveball,77.4,ball,14.0,2362.0,
2021,Sweeper,84.2,swinging_strike,14.0,2370.0,strikeout
2021,Curveball,78.4,ball,14.0,2458.0,
2021,Sweeper,81.4,ball,14.0,2418.0,
