Year,Pitch Type,Velocity,Pitch Outcome,Zone,Spin Rate,Plate Appearance Outcome
2022,Sweeper,84.9,foul,5.0,2585.0,
2022,Curveball,80.4,ball,11.0,2573.0,
2022,4-Seam Fastball,96.8,foul,11.0,2170.0,
2022,Sweeper,82.1,ball,14.0,2531.0,
2022,Sweeper,83.8,swinging_strike,9.0,2525.0,
2022,Sweeper,83.2,ball,14.0,2481.0,
2022,4-Seam Fastball,96.5,hit_into_play,5.0,2101.0,field_out
2022,Sweeper,82.2,ball,14.0,2443.0,
2022,4-Seam Fastball,97.3,ball,14.0,2082.0,
2022,4-Seam Fastball,98.0,blocked_ball,14.0,2237.0,walk
2022,Sweeper,83.7,ball,14.0,2550.0,
2022,Sweeper,84.2,ball,14.0,2573.0,
2022,Sweeper,84.0,called_strike,8.0,2516.0,
2022,Sinker,99.7,ball,14.0,1951.0,
2022,Curveball,81.3,called_strike,4.0,2564.0,strikeout
2022,Sweeper,88.4,ball,14.0,2443.0,
2022,4-Seam Fastball,97.9,called_strike,9.0,2144.0,
2022,Sweeper,80.4,swinging_strike,14.0,2477.0,
2022,4-Seam Fastball,95.1,ball,14.0,1952.0,
2022,Curveball,83.7,hit_into_play,14.0,2727.0,field_out
2022,Sweeper,85.3,called_strike,9.0,2760.0,
2022,Curveball,80.8,foul,5.0,2673.0,
2022,Curveball,81.2,called_strike,4.0,2610.0,strikeout
2022,Sweeper,85.7,ball,12.0,2683.0,
2022,Sweeper,87.8,ball,12.0,2648.0,
2022,Split-Finger,92.7,ball,14.0,1578.0,
2022,4-Seam Fastball,100.0,foul,4.0,2307.0,
2022,Sweeper,87.0,swinging_strike,12.0,2737.0,
2022,Sweeper,86.8,called_strike,5.0,2695.0,
2022,Split-Finger,90.8,hit_into_play,11.0,1390.0,field_out
2022,Sweeper,87.0,foul,13.0,2432.0,
2022,Split-Finger,91.5,ball,14.0,1398.0,
2022,Sweeper,84.8,called_strike,8.0,2570.0,
2022,Sweeper,83.9,called_strike,4.0,2318.0,
2022,Sweeper,87.2,swinging_strike,14.0,2600.0,strikeout
2022,4-Seam Fastball,100.6,ball,14.0,2339.0,
2022,Sweeper,86.5,called_strike,12.0,2538.0,
2022,4-Seam Fastball,99.4,ball,3.0,2384.0,
2022,Split-Finger,90.7,ball,13.0,1340.0,
2022,4-Seam Fastball,100.2,called_strike,3.0,2309.0,
2022,4-Seam Fastball,100.9,swinging_strike,2.0,2390.0,strikeout
2022,Sweeper,86.1,called_strike,7.0,2493.0,
2022,4-Seam Fastball,98.7,swinging_strike,2.0,2383.0,
2022,Sweeper,86.5,ball,14.0,2530.0,
2022,Sweeper,85.4,hit_into_play,5.0,2628.0,field_out
2022,Split-Finger,91.0,ball,14.0,1457.0,
2022,Sweeper,87.4,ball,14.0,2656.0,
2022,Sweeper,87.4,swinging_strike,14.0,2551.0,
2022,Sweeper,84.5,swinging_strike,14.0,2456.0,
2022,Split-Finger,92.2,swinging_strike_blocked,14.0,1351.0,strikeout
2022,Sweeper,86.1,swinging_strike,14.0,2656.0,
2022,Sweeper,87.0,ball,14.0,2644.0,
2022,4-Seam Fastball,100.0,ball,12.0,2248.0,
2022,4-Seam Fastball,100.0,swinging_strike,5.0,2223.0,
2022,Split-Finger,91.8,swinging_strike_blocked,14.0,1061.0,strikeout
2022,Sweeper,86.5,swinging_strike,14.0,2577.0,
2022,Sweeper,82.0,foul,9.0,2419.0,
2022,Slow Curve,67.9,ball,12.0,2285.0,
2022,Sweeper,82.0,hit_into_play,5.0,2423.0,field_out
2022,Split-Finger,90.2,swinging_strike_blocked,14.0,1154.0,strikeout
2022,Split-Finger,89.1,swinging_strike,7.0,1123.0,
2022,Sweeper,85.9,called_strike,5.0,2534.0,
2022,Split-Finger,89.7,swinging_strike,9.0,1015.0,strikeout
2022,4-Seam Fastball,99.0,foul,2.0,2302.0,
2022,4-Seam Fastball,98.2,foul,4.0,2180.0,
2022,Split-Finger,87.3,ball,13.0,1263.0,
2022,4-Seam Fastball,98.1,called_strike,7.0,2194.0,
2022,4-Seam Fastball,97.1,hit_into_play,5.0,2190.0,field_out
2022,Curveball,77.2,hit_into_play,6.0,2443.0,field_out
2022,Sweeper,85.2,hit_into_play,5.0,2536.0,field_out
2022,4-Seam Fastball,97.2,called_strike,6.0,2231.0,
2022,Sweeper,84.6,ball,14.0,2507.0,
2022,Sweeper,85.9,ball,14.0,2546.0,
2022,4-Seam Fastball,95.6,hit_into_play,5.0,2215.0,single
2022,4-Seam Fastball,93.0,ball,11.0,2098.0,walk
2022,4-Seam Fastball,96.8,ball,13.0,2262.0,
2022,Sweeper,84.6,ball,14.0,2589.0,
2022,4-Seam Fastball,97.6,ball,6.0,2225.0,
2022,4-Seam Fastball,98.5,hit_into_play,5.0,2135.0,field_out
2022,4-Seam Fastball,96.9,called_strike,5.0,2098.0,
2022,Split-Finger,89.5,hit_into_play,5.0,1095.0,field_out
2022,4-Seam Fastball,99.8,ball,14.0,2208.0,
2022,4-Seam Fastball,98.2,foul,5.0,2420.0,
2022,4-Seam Fastball,99.2,ball,9.0,2384.0,
2022,Sweeper,85.2,foul,5.0,2582.0,
2022,Split-Finger,88.5,swinging_strike,8.0,1185.0,strikeout
2022,Sweeper,85.6,foul,9.0,2621.0,
2022,Sweeper,85.7,ball,14.0,2635.0,
2022,4-Seam Fastball,97.0,swinging_strike,6.0,2208.0,
2022,Sweeper,86.5,hit_into_play,14.0,2627.0,sac_fly
2022,Sweeper,84.6,called_strike,9.0,2477.0,
2022,Curveball,77.0,hit_into_play,6.0,2471.0,double
2022,Sweeper,81.5,foul,6.0,2449.0,
2022,Sweeper,83.0,hit_into_play,9.0,2438.0,field_error
2022,Sweeper,81.6,called_strike,11.0,2250.0,
2022,4-Seam Fastball,95.0,ball,11.0,1969.0,
2022,Sweeper,84.3,swinging_strike,11.0,2450.0,strikeout
2022,4-Seam Fastball,98.5,ball,13.0,2066.0,
2022,Sweeper,83.2,called_strike,4.0,2420.0,
2022,4-Seam Fastball,96.5,ball,14.0,2038.0,
2022,Cutter,95.1,foul,12.0,2063.0,
2022,Sweeper,83.5,ball,14.0,2519.0,
2022,Slider,81.0,hit_into_play,14.0,2603.0,single
2022,4-Seam Fastball,95.8,swinging_strike,11.0,1926.0,
2022,4-Seam Fastball,97.3,ball,12.0,2172.0,
2022,Curveball,79.1,ball,13.0,2519.0,
2022,Split-Finger,89.6,ball,14.0,1462.0,
2022,Curveball,75.6,called_strike,6.0,2442.0,
2022,Slider,81.2,swinging_strike,14.0,2652.0,strikeout
2022,Sweeper,83.1,swinging_strike,14.0,2505.0,
2022,4-Seam Fastball,95.6,ball,14.0,2149.0,
2022,Sweeper,79.6,foul,14.0,2421.0,
2022,Sweeper,81.6,ball,13.0,2385.0,
2022,4-Seam Fastball,99.1,hit_into_play,6.0,2257.0,field_out
2022,Split-Finger,87.5,foul,13.0,1040.0,
2022,Split-Finger,90.4,ball,8.0,1152.0,
2022,Slider,81.7,called_strike,13.0,2480.0,
2022,Curveball,71.6,swinging_strike,13.0,2249.0,
2022,Curveball,78.7,hit_into_play,14.0,2541.0,field_out
2022,Cutter,95.6,foul,6.0,2111.0,
2022,Sweeper,84.6,swinging_strike,13.0,2408.0,strikeout
2022,Slider,80.5,ball,13.0,2541.0,
2022,Sweeper,82.6,foul_tip,8.0,2411.0,
2022,Sweeper,81.6,called_strike,4.0,2331.0,
2022,4-Seam Fastball,93.2,ball,14.0,1845.0,
2022,Sweeper,88.7,swinging_strike,12.0,2624.0,strikeout
2022,4-Seam Fastball,100.4,foul,6.0,2195.0,
2022,Split-Finger,92.2,blocked_ball,14.0,1364.0,
2022,4-Seam Fastball,98.2,foul,2.0,1925.0,
2022,4-Seam Fastball,97.9,called_strike,7.0,1884.0,
2022,Curveball,77.6,ball,12.0,2544.0,walk
2022,4-Seam Fastball,98.6,foul,11.0,2199.0,
2022,Sweeper,87.5,foul,5.0,2511.0,
2022,4-Seam Fastball,99.3,foul,8.0,2108.0,
2022,4-Seam Fastball,97.7,swinging_strike,14.0,2157.0,
2022,Sweeper,83.3,ball,13.0,2465.0,
2022,4-Seam Fastball,98.5,ball,14.0,2293.0,
2022,Sweeper,86.1,swinging_strike,3.0,2443.0,
2022,4-Seam Fastball,101.0,ball,14.0,2185.0,
2022,Split-Finger,89.8,swinging_strike,9.0,1038.0,strikeout
2022,Split-Finger,90.0,blocked_ball,14.0,1088.0,
2022,4-Seam Fastball,98.2,foul,5.0,2127.0,
2022,4-Seam Fastball,97.7,swinging_strike,11.0,2076.0,
2022,Split-Finger,86.7,hit_into_play,4.0,1080.0,field_out
2022,Sweeper,84.9,foul,6.0,2523.0,
2022,Sweeper,83.3,hit_into_play,6.0,2522.0,single
2022,Sweeper,86.1,ball,12.0,2569.0,
2022,Sweeper,83.0,called_strike,5.0,2440.0,
2022,Split-Finger,89.1,hit_into_play,9.0,1168.0,single
2022,Split-Finger,89.4,ball,14.0,1184.0,
2022,Split-Finger,86.7,swinging_strike,13.0,1138.0,
2022,Curveball,75.7,called_strike,3.0,2354.0,
2022,Sweeper,86.0,swinging_strike,13.0,2458.0,strikeout
2022,Split-Finger,90.4,ball,14.0,1401.0,
2022,Sweeper,85.1,called_strike,4.0,2449.0,
2022,Curveball,76.4,ball,13.0,2479.0,
2022,Split-Finger,87.9,ball,13.0,1188.0,
2022,Sweeper,83.0,swinging_strike,9.0,2402.0,
2022,4-Seam Fastball,97.2,hit_into_play,8.0,1996.0,field_out
2022,Cutter,94.8,foul,6.0,2184.0,
2022,Curveball,78.5,ball,14.0,2454.0,
2022,Curveball,77.9,ball,14.0,2447.0,
2022,4-Seam Fastball,96.5,hit_into_play,4.0,2095.0,field_out
2022,Sweeper,81.1,called_strike,4.0,2303.0,
2022,Curveball,71.3,ball,12.0,2247.0,
2022,Split-Finger,89.6,swinging_strike,9.0,1149.0,strikeout
2022,4-Seam Fastball,98.0,called_strike,8.0,2232.0,
2022,Sweeper,84.1,swinging_strike,6.0,2396.0,
2022,Sweeper,86.5,swinging_strike,1.0,2621.0,strikeout
2022,4-Seam Fastball,97.3,foul,11.0,2247.0,
2022,Sweeper,84.6,foul,1.0,2470.0,
2022,Split-Finger,89.1,ball,13.0,1298.0,
2022,Sweeper,84.0,called_strike,11.0,2471.0,
2022,Split-Finger,86.5,ball,11.0,1309.0,
2022,4-Seam Fastball,97.1,ball,11.0,2327.0,
2022,Sweeper,83.3,called_strike,4.0,2274.0,
2022,Sweeper,87.3,hit_into_play,9.0,2568.0,field_out
2022,Sweeper,85.4,swinging_strike,14.0,2462.0,
2022,Sweeper,81.6,called_strike,11.0,2326.0,
2022,Split-Finger,90.2,swinging_strike_blocked,13.0,1150.0,strikeout
2022,Cutter,89.6,foul,13.0,1025.0,
2022,Sweeper,88.3,called_strike,4.0,2452.0,
2022,4-Seam Fastball,97.9,ball,14.0,2302.0,
2022,Split-Finger,87.6,ball,11.0,990.0,
2022,Curveball,77.8,called_strike,4.0,2338.0,
2022,4-Seam Fastball,97.2,hit_into_play,14.0,2168.0,single
2022,4-Seam Fastball,98.1,foul,6.0,2149.0,
2022,4-Seam Fastball,98.2,swinging_strike,3.0,2133.0,
2022,4-Seam Fastball,96.5,called_strike,5.0,2154.0,
2022,Split-Finger,88.2,swinging_strike,14.0,1236.0,strikeout
2022,Sweeper,85.5,swinging_strike,9.0,2511.0,
2022,Sweeper,85.7,ball,14.0,2524.0,
2022,Sweeper,85.3,foul,14.0,2509.0,
2022,Split-Finger,87.9,swinging_strike,14.0,1227.0,strikeout
2022,Split-Finger,85.6,foul,9.0,965.0,
2022,4-Seam Fastball,97.3,foul,2.0,2205.0,
2022,Sweeper,86.7,ball,14.0,2438.0,
2022,4-Seam Fastball,97.9,foul,4.0,2123.0,
2022,4-Seam Fastball,97.8,ball,14.0,2202.0,
2022,4-Seam Fastball,96.0,called_strike,1.0,2199.0,
2022,Sweeper,88.8,hit_into_play,6.0,2387.0,single
2022,4-Seam Fastball,98.0,ball,11.0,2192.0,
2022,4-Seam Fastball,97.2,foul,6.0,2197.0,
2022,Sweeper,82.3,called_strike,14.0,2339.0,
2022,Sweeper,86.0,called_strike,3.0,2595.0,strikeout
2022,Split-Finger,87.0,foul,8.0,1214.0,
2022,Sweeper,83.2,called_strike,14.0,2406.0,
2022,4-Seam Fastball,96.7,hit_into_play,5.0,2182.0,field_out
2022,4-Seam Fastball,93.1,called_strike,11.0,2040.0,
2022,4-Seam Fastball,96.0,ball,13.0,2064.0,
2022,Sweeper,82.6,ball,13.0,2340.0,
2022,Split-Finger,85.2,ball,11.0,1093.0,
2022,Split-Finger,89.1,hit_into_play,4.0,936.0,field_out
2022,Split-Finger,89.2,ball,14.0,1251.0,
2022,Split-Finger,87.5,swinging_strike,14.0,1375.0,
2022,Curveball,72.5,called_strike,1.0,2350.0,
2022,Split-Finger,89.6,swinging_strike,8.0,1108.0,strikeout
2022,Sweeper,86.3,ball,14.0,2426.0,
2022,Split-Finger,88.0,foul,7.0,1236.0,
2022,4-Seam Fastball,96.9,foul,12.0,2268.0,
2022,Sweeper,84.5,called_strike,14.0,2472.0,
2022,Curveball,79.7,called_strike,12.0,2527.0,strikeout
2022,Split-Finger,87.1,ball,13.0,1448.0,
2022,4-Seam Fastball,99.9,ball,11.0,2266.0,
2022,Sweeper,86.9,called_strike,2.0,2473.0,
2022,Curveball,80.2,ball,14.0,2512.0,
2022,4-Seam Fastball,98.2,foul,8.0,2119.0,
2022,4-Seam Fastball,94.9,hit_into_play,9.0,1854.0,field_out
2022,Sweeper,82.0,ball,14.0,2396.0,
2022,Sweeper,82.7,ball,11.0,2297.0,
2022,4-Seam Fastball,96.9,hit_into_play,5.0,2082.0,grounded_into_double_play
2022,4-Seam Fastball,96.9,called_strike,9.0,2156.0,
2022,Curveball,75.1,ball,14.0,2384.0,
2022,Sweeper,85.2,ball,14.0,2507.0,walk
2022,Curveball,79.0,ball,11.0,2506.0,
2022,Split-Finger,89.3,ball,13.0,1146.0,
2022,Curveball,77.0,called_strike,6.0,2386.0,
2022,Sweeper,82.2,called_strike,9.0,2364.0,
2022,Sweeper,83.8,ball,11.0,2352.0,
2022,4-Seam Fastball,98.0,hit_into_play,12.0,2256.0,field_out
2022,Sweeper,82.6,foul,9.0,2397.0,
2022,Curveball,72.2,called_strike,6.0,2193.0,
2022,4-Seam Fastball,99.4,hit_into_play,1.0,2375.0,field_out
2022,Sweeper,82.9,called_strike,1.0,2524.0,
2022,Sweeper,83.1,called_strike,5.0,2497.0,
2022,Sweeper,83.7,ball,14.0,2538.0,
2022,Curveball,79.1,called_strike,4.0,2542.0,strikeout
2022,Sweeper,83.4,called_strike,4.0,2434.0,
2022,4-Seam Fastball,96.8,ball,14.0,2236.0,
2022,4-Seam Fastball,98.0,foul,3.0,2270.0,
2022,Curveball,75.2,ball,14.0,2513.0,
2022,Split-Finger,88.3,hit_into_play,7.0,1189.0,field_out
2022,Sweeper,85.2,foul,9.0,2480.0,
2022,4-Seam Fastball,95.3,foul,2.0,2165.0,
2022,Curveball,72.3,ball,14.0,2316.0,
2022,Sweeper,87.0,swinging_strike,2.0,2590.0,strikeout
2022,Split-Finger,89.0,ball,13.0,1071.0,
2022,Sweeper,85.0,foul,8.0,2658.0,
2022,Sweeper,84.0,called_strike,2.0,2508.0,
2022,Curveball,81.8,called_strike,7.0,2577.0,strikeout
2022,Sweeper,85.9,foul,6.0,2518.0,
2022,4-Seam Fastball,98.8,called_strike,6.0,2346.0,
2022,Sweeper,86.2,swinging_strike,14.0,2549.0,strikeout
2022,Sweeper,82.9,called_strike,6.0,2447.0,
2022,Sweeper,83.4,ball,14.0,2451.0,
2022,Sweeper,81.4,called_strike,12.0,2434.0,
2022,Sweeper,81.9,ball,14.0,2359.0,
2022,Curveball,71.4,ball,11.0,2264.0,
2022,Cutter,89.6,hit_into_play,9.0,2422.0,field_out
2022,Split-Finger,86.0,ball,11.0,1004.0,
2022,Cutter,90.1,foul,9.0,2367.0,
2022,Sweeper,87.6,swinging_strike,2.0,2451.0,strikeout
2022,Sweeper,85.5,called_strike,3.0,2439.0,
2022,Curveball,75.4,called_strike,5.0,2341.0,
2022,Split-Finger,87.2,hit_into_play,1.0,2289.0,field_out
2022,4-Seam Fastball,97.4,foul,5.0,2147.0,
2022,Sweeper,83.9,ball,13.0,2327.0,
2022,4-Seam Fastball,96.2,called_strike,5.0,2083.0,
2022,Split-Finger,89.0,swinging_strike,8.0,1421.0,strikeout
2022,Sweeper,83.4,foul_tip,5.0,2409.0,
2022,4-Seam Fastball,97.2,ball,11.0,2146.0,
2022,Sweeper,83.3,called_strike,1.0,2389.0,
2022,Split-Finger,88.5,swinging_strike,8.0,1187.0,strikeout
2022,Sweeper,86.5,foul_tip,13.0,2471.0,
2022,4-Seam Fastball,97.2,ball,11.0,2256.0,
2022,Sweeper,83.9,called_strike,1.0,2406.0,
2022,Split-Finger,88.1,swinging_strike,6.0,1128.0,strikeout
2022,4-Seam Fastball,97.0,called_strike,3.0,2189.0,
2022,Split-Finger,84.4,ball,11.0,1113.0,
2022,Curveball,71.7,called_strike,9.0,2234.0,
2022,Sweeper,88.3,called_strike,9.0,2624.0,strikeout
2022,4-Seam Fastball,97.8,ball,12.0,2459.0,
2022,Sweeper,86.9,ball,14.0,2571.0,
2022,Sweeper,86.7,swinging_strike,14.0,2606.0,
2022,Sweeper,85.5,swinging_strike,9.0,2540.0,
2022,4-Seam Fastball,97.7,hit_into_play,5.0,2217.0,field_out
2022,Sweeper,85.0,called_strike,1.0,2548.0,
2022,Curveball,78.1,blocked_ball,14.0,2519.0,
2022,4-Seam Fastball,96.3,foul,2.0,2163.0,
2022,Sweeper,86.0,ball,11.0,2521.0,
2022,4-Seam Fastball,97.4,swinging_strike,1.0,2220.0,strikeout
2022,Sweeper,87.5,ball,14.0,2536.0,
2022,Sweeper,83.9,called_strike,6.0,2522.0,
2022,Sweeper,82.8,called_strike,14.0,2504.0,
2022,Sweeper,81.5,hit_into_play,7.0,2402.0,single
2022,Curveball,73.4,ball,14.0,2376.0,
2022,4-Seam Fastball,95.9,hit_into_play,11.0,2193.0,single
2022,Sweeper,85.4,ball,14.0,2471.0,
2022,4-Seam Fastball,94.7,swinging_strike,5.0,2213.0,
2022,Sweeper,82.4,ball,14.0,2414.0,
2022,Sweeper,82.3,called_strike,2.0,2311.0,
2022,4-Seam Fastball,95.9,ball,11.0,1951.0,
2022,4-Seam Fastball,99.2,foul_tip,1.0,2345.0,strikeout
2022,4-Seam Fastball,98.9,foul,6.0,2319.0,
2022,4-Seam Fastball,97.1,foul_bunt,5.0,2112.0,
2022,Sweeper,81.1,hit_into_play,5.0,2299.0,field_out
2022,Sweeper,82.7,ball,11.0,2206.0,
2022,Split-Finger,90.1,ball,1.0,1986.0,walk
2022,Sweeper,82.3,ball,14.0,2313.0,
2022,4-Seam Fastball,96.0,ball,11.0,2233.0,
2022,Curveball,73.5,ball,14.0,2254.0,
2022,4-Seam Fastball,97.1,hit_into_play,13.0,2105.0,field_out
2022,4-Seam Fastball,95.6,hit_into_play,7.0,2328.0,field_out
2022,Sweeper,84.9,ball,13.0,2304.0,
2022,Sweeper,84.8,ball,11.0,2304.0,
2022,4-Seam Fastball,96.0,ball,11.0,2435.0,
2022,Curveball,73.2,called_strike,8.0,2322.0,
2022,4-Seam Fastball,96.2,hit_into_play,11.0,2191.0,field_out
2022,Split-Finger,88.3,hit_into_play,13.0,1154.0,field_out
2022,4-Seam Fastball,97.3,ball,11.0,2187.0,
2022,4-Seam Fastball,96.0,swinging_strike,1.0,2084.0,
2022,4-Seam Fastball,94.0,called_strike,5.0,2118.0,
2022,Curveball,73.4,ball,11.0,2197.0,
2022,Split-Finger,88.6,hit_into_play,13.0,1332.0,field_out
2022,Sweeper,85.3,called_strike,5.0,2441.0,
2022,Sweeper,86.0,called_strike,7.0,2505.0,strikeout
2022,4-Seam Fastball,97.4,ball,14.0,2332.0,
2022,Split-Finger,90.2,blocked_ball,14.0,1225.0,
2022,4-Seam Fastball,96.1,foul,12.0,2263.0,
2022,Sweeper,83.7,called_strike,9.0,2252.0,
2022,Sweeper,83.9,blocked_ball,14.0,2310.0,
2022,Sweeper,82.8,hit_into_play,4.0,2246.0,field_out
2022,Split-Finger,87.1,blocked_ball,14.0,1118.0,
2022,Curveball,75.7,foul,9.0,2476.0,
2022,4-Seam Fastball,94.8,hit_into_play,5.0,2045.0,single
2022,Sweeper,82.5,foul,13.0,2287.0,
2022,Sweeper,80.6,ball,11.0,2187.0,
2022,4-Seam Fastball,99.4,called_strike,8.0,2320.0,strikeout
2022,Curveball,83.2,foul,8.0,2645.0,
2022,Split-Finger,89.6,ball,13.0,1002.0,
2022,Sweeper,86.9,called_strike,7.0,2463.0,
2022,4-Seam Fastball,97.2,called_strike,11.0,2183.0,
2022,Curveball,76.1,ball,14.0,2447.0,
2022,Sweeper,85.3,hit_into_play,9.0,2502.0,field_out
2022,Split-Finger,88.6,ball,13.0,1075.0,
2022,Sweeper,87.7,foul,8.0,2469.0,
2022,Sweeper,85.2,called_strike,4.0,2405.0,
2022,Cutter,87.3,called_strike,1.0,2315.0,
2022,Sweeper,85.1,ball,14.0,2387.0,
2022,Sweeper,84.4,ball,14.0,2368.0,
2022,Split-Finger,86.2,hit_into_play,7.0,1414.0,field_out
2022,Sweeper,84.6,called_strike,5.0,2242.0,
2022,Sweeper,87.8,hit_into_play,9.0,2398.0,field_out
2022,Split-Finger,87.0,foul,13.0,1089.0,
2022,Sweeper,86.2,foul,14.0,2524.0,
2022,4-Seam Fastball,96.9,ball,12.0,2276.0,
2022,Sweeper,84.8,called_strike,3.0,2386.0,
2022,Sweeper,85.3,ball,14.0,2340.0,
2022,4-Seam Fastball,95.2,called_strike,13.0,2160.0,
2022,Sweeper,87.7,hit_into_play,5.0,2449.0,single
2022,Split-Finger,88.2,ball,13.0,997.0,
2022,4-Seam Fastball,96.2,foul,4.0,2223.0,
2022,Sweeper,83.2,called_strike,1.0,2356.0,
2022,4-Seam Fastball,95.7,ball,11.0,2148.0,
2022,Split-Finger,88.8,foul_tip,8.0,1081.0,strikeout
2022,Sweeper,87.8,foul,14.0,2398.0,
2022,4-Seam Fastball,96.2,foul,6.0,2260.0,
2022,Split-Finger,87.6,swinging_strike,14.0,1348.0,strikeout
2022,Sweeper,82.6,called_strike,11.0,2306.0,
2022,4-Seam Fastball,95.5,ball,11.0,2132.0,
2022,Sweeper,84.5,ball,1.0,2287.0,
2022,Curveball,75.5,called_strike,5.0,2256.0,
2022,Sweeper,85.0,hit_into_play,7.0,2481.0,field_out
2022,Sweeper,85.6,swinging_strike,9.0,2385.0,
2022,4-Seam Fastball,96.6,ball,14.0,2333.0,
2022,Split-Finger,85.9,ball,11.0,1000.0,
2022,Sweeper,84.5,swinging_strike,9.0,2376.0,
2022,Sweeper,86.3,blocked_ball,14.0,2380.0,
2022,4-Seam Fastball,94.6,hit_into_play,13.0,2183.0,single
2022,Sweeper,87.6,ball,7.0,2449.0,walk
2022,Split-Finger,88.6,ball,11.0,1199.0,
2022,4-Seam Fastball,97.0,ball,11.0,2405.0,
2022,4-Seam Fastball,98.5,ball,3.0,2295.0,
2022,Sweeper,86.7,swinging_strike,14.0,2463.0,
2022,4-Seam Fastball,97.4,foul,7.0,2318.0,
2022,Sweeper,87.1,swinging_strike,14.0,2518.0,strikeout
2022,Sweeper,84.6,foul,5.0,2345.0,
2022,Sweeper,84.6,swinging_strike,8.0,2256.0,
2022,Cutter,93.3,ball,12.0,2409.0,
2022,Sweeper,83.9,ball,14.0,2306.0,
2022,4-Seam Fastball,95.4,hit_into_play,2.0,2390.0,field_out
2022,Cutter,86.5,ball,14.0,2432.0,
2022,4-Seam Fastball,97.5,ball,14.0,2180.0,
2022,4-Seam Fastball,95.7,foul,2.0,2374.0,
2022,4-Seam Fastball,95.0,ball,14.0,2164.0,
2022,Split-Finger,91.2,swinging_strike,6.0,1180.0,strikeout
2022,Curveball,82.2,foul,12.0,2581.0,
2022,Curveball,78.6,swinging_strike,7.0,2488.0,
2022,Sweeper,85.1,foul,9.0,2363.0,
2022,Cutter,93.1,ball,12.0,2506.0,
2022,Sweeper,88.9,hit_into_play,5.0,2527.0,field_out
2022,Split-Finger,90.4,ball,14.0,1058.0,
2022,Cutter,92.8,ball,14.0,2525.0,
2022,Cutter,91.0,swinging_strike,14.0,2485.0,
2022,4-Seam Fastball,98.6,foul,2.0,2188.0,
2022,4-Seam Fastball,98.4,swinging_strike,12.0,2189.0,strikeout
2022,4-Seam Fastball,96.1,swinging_strike,14.0,2083.0,
2022,Split-Finger,92.3,called_strike,2.0,1875.0,
2022,4-Seam Fastball,95.1,ball,11.0,2120.0,
2022,Sweeper,83.8,ball,11.0,2295.0,
2022,Curveball,74.0,ball,13.0,2314.0,
2022,4-Seam Fastball,98.6,hit_into_play,4.0,2305.0,field_out
2022,Sweeper,86.3,swinging_strike,5.0,2489.0,
2022,4-Seam Fastball,98.3,ball,14.0,2226.0,
2022,4-Seam Fastball,96.9,ball,14.0,2255.0,walk
2022,Cutter,90.6,blocked_ball,14.0,2503.0,
2022,Sweeper,87.4,ball,14.0,2398.0,
2022,Sweeper,85.8,ball,11.0,2421.0,
2022,Curveball,82.3,swinging_strike_blocked,14.0,2543.0,strikeout
2022,4-Seam Fastball,99.1,ball,14.0,2194.0,
2022,Split-Finger,88.9,ball,11.0,881.0,
2022,4-Seam Fastball,98.4,foul,14.0,2126.0,
2022,Split-Finger,87.1,foul,11.0,1411.0,
2022,Split-Finger,88.6,swinging_strike,13.0,989.0,
2022,Cutter,92.6,ball,14.0,2415.0,
2022,Curveball,78.7,called_strike,5.0,2556.0,
2022,4-Seam Fastball,97.6,hit_into_play,6.0,2308.0,double
2022,4-Seam Fastball,99.8,swinging_strike,14.0,2349.0,
2022,Sweeper,86.8,swinging_strike,6.0,2554.0,
2022,Cutter,91.8,ball,14.0,2509.0,
2022,Curveball,77.8,hit_into_play,11.0,2404.0,field_out
2022,4-Seam Fastball,99.7,hit_into_play,14.0,2251.0,field_out
2022,Sweeper,88.3,called_strike,4.0,2531.0,
2022,4-Seam Fastball,99.5,ball,12.0,2238.0,
2022,4-Seam Fastball,100.4,foul,4.0,2142.0,
2022,4-Seam Fastball,100.6,ball,14.0,2236.0,
2022,4-Seam Fastball,97.3,hit_into_play,5.0,2109.0,field_out
2022,4-Seam Fastball,97.8,ball,14.0,2191.0,
2022,Sweeper,86.6,hit_into_play,1.0,2461.0,sac_fly
2022,Sweeper,86.9,ball,13.0,2468.0,
2022,Cutter,90.6,swinging_strike,11.0,2427.0,
2022,4-Seam Fastball,96.9,hit_into_play,9.0,2182.0,single
2022,4-Seam Fastball,98.0,ball,14.0,2270.0,walk
2022,Sweeper,83.9,ball,13.0,2466.0,
2022,4-Seam Fastball,97.9,ball,14.0,2324.0,
2022,Cutter,88.7,called_strike,6.0,2361.0,
2022,Curveball,74.0,ball,14.0,2347.0,
2022,Cutter,92.6,hit_into_play,8.0,2293.0,field_out
2022,Sweeper,89.4,hit_into_play,5.0,2474.0,field_out
2022,4-Seam Fastball,99.1,ball,12.0,2299.0,
2022,Split-Finger,90.2,ball,14.0,1142.0,
2022,Sweeper,87.3,foul,8.0,2572.0,
2022,4-Seam Fastball,98.7,called_strike,5.0,2365.0,
2022,Cutter,93.3,ball,14.0,2537.0,
2022,4-Seam Fastball,98.6,hit_into_play,4.0,2273.0,field_out
2022,4-Seam Fastball,98.9,ball,14.0,2380.0,
2022,Sweeper,86.4,called_strike,4.0,2440.0,
2022,4-Seam Fastball,101.0,swinging_strike,4.0,2456.0,strikeout
2022,Split-Finger,91.5,ball,14.0,1143.0,
2022,4-Seam Fastball,99.8,foul,6.0,2159.0,
